time flux "flux error"
264.5774792010925 9.9961162e-01 7.4516138e-05
264.59791209468676 9.9990684e-01 7.4528412e-05
264.6183449880409 1.0002853e+00 7.4527481e-05
264.6387779811703 1.0004264e+00 7.4543786e-05
264.6592107740653 9.9976379e-01 7.4527445e-05
264.67964366672095 9.9986959e-01 7.4524716e-05
264.700076658919 1.0002186e+00 7.4532392e-05
264.7205094511155 1.0005155e+00 7.4542870e-05
264.74094234283984 9.9941742e-01 7.4519427e-05
264.76137523433863 9.9954921e-01 7.4521042e-05
264.7818081256046 9.9995065e-01 7.4524403e-05
264.80224101663043 9.9983120e-01 7.4521333e-05
264.8226739074307 9.9995595e-01 7.4530173e-05
264.8431067979982 1.0003377e+00 7.4546471e-05
264.86353968832555 9.9977809e-01 7.4525953e-05
264.8839725781945 1.0000271e+00 7.4527336e-05
264.9044053678299 1.0000327e+00 7.4535965e-05
264.9248383574595 1.0003036e+00 7.4537660e-05
264.94527124663 9.9993998e-01 7.4532858e-05
264.9657040355669 9.9941742e-01 7.4525364e-05
264.9861370242652 9.9991900e-01 7.4536460e-05
265.0065699127372 9.9988961e-01 7.4528391e-05
265.02700270074274 1.0003330e+00 7.4549062e-05
265.0474355887418 9.9941355e-01 7.4525036e-05
265.0678685762832 9.9962229e-01 7.4529897e-05
265.0883013638231 1.0006492e+00 7.4556992e-05
265.1087342508981 1.0004028e+00 7.4552219e-05
265.1291672377338 9.9991107e-01 7.4542157e-05
265.1496001243431 9.9979365e-01 7.4527699e-05
265.1700329107116 9.9997813e-01 7.4542098e-05
265.19046589685604 1.0007225e+00 7.4559248e-05
265.2108986827661 1.0000465e+00 7.4546580e-05
265.2313315682113 9.9965286e-01 7.4532101e-05
265.25176445364923 9.9960357e-01 7.4523588e-05
265.27219733862876 1.0002789e+00 7.4550968e-05
265.2926302233682 1.0000608e+00 7.4540309e-05
265.3130631081149 1.0003364e+00 7.4546151e-05
265.3334959923959 9.9997318e-01 7.4542673e-05
265.3539288764441 9.9978238e-01 7.4541218e-05
265.3743617600194 1.0004364e+00 7.4543692e-05
265.39479454360117 1.0002567e+00 7.4550269e-05
265.41522752694436 9.9991697e-01 7.4535506e-05
265.4356604098284 9.9970794e-01 7.4531781e-05
265.4560931927117 9.9993479e-01 7.4543277e-05
265.47652617513086 1.0002555e+00 7.4545940e-05
265.49695905730914 1.0006400e+00 7.4563170e-05
265.5173918392611 9.9952507e-01 7.4530020e-05
265.5378248209745 9.9927634e-01 7.4528834e-05
265.55825770246156 9.9982905e-01 7.4536751e-05
265.57869048371504 1.0007833e+00 7.4566058e-05
265.5991233645036 1.0000528e+00 7.4550037e-05
265.6195563452857 9.9944115e-01 7.4532043e-05
265.6399892256086 9.9970073e-01 7.4538133e-05
265.66042200593074 1.0008417e+00 7.4564814e-05
265.6808549857815 1.0001237e+00 7.4541393e-05
265.7012878654059 1.0000602e+00 7.4546966e-05
265.72172064479673 9.9891126e-01 7.4517870e-05
265.7421535239482 1.0002408e+00 7.4551463e-05
265.7625865028749 1.0003380e+00 7.4555639e-05
265.78301928156725 9.9995905e-01 7.4545285e-05
265.8034521597874 9.9999779e-01 7.4552539e-05
265.8238851380156 9.9994493e-01 7.4545336e-05
265.8443179157766 9.9952209e-01 7.4539581e-05
265.86475079353113 1.0004635e+00 7.4559073e-05
265.88518367082725 1.0001407e+00 7.4558244e-05
265.90561654789053 9.9995399e-01 7.4549906e-05
265.9260494247137 9.9936002e-01 7.4531476e-05
265.94648230131133 1.0002531e+00 7.4550589e-05
265.9669152776769 1.0001924e+00 7.4553122e-05
265.987348053568 9.9980927e-01 7.4543634e-05
266.0077809294671 9.9986637e-01 7.4546682e-05
266.0282139051269 9.9983072e-01 7.4549920e-05
266.0486466803268 1.0005616e+00 7.4563119e-05
266.0690795552946 1.0005236e+00 7.4573589e-05
266.08951233026164 9.9941748e-01 7.4539086e-05
266.1099453047573 9.9950820e-01 7.4542739e-05
266.1303781790266 1.0006123e+00 7.4564668e-05
266.1508110530631 1.0002614e+00 7.4560434e-05
266.17124392685946 1.0000556e+00 7.4558513e-05
266.1916768004303 1.0000092e+00 7.4549796e-05
266.21210967353545 9.9973440e-01 7.4545867e-05
266.2325424466326 1.0000083e+00 7.4544201e-05
266.25297541927284 1.0004815e+00 7.4560514e-05
266.2734081919116 9.9979919e-01 7.4544587e-05
266.29384106407815 9.9963665e-01 7.4548327e-05
266.3142740360199 1.0005736e+00 7.4569783e-05
266.33470680772734 9.9998587e-01 7.4560041e-05
266.3551396791954 9.9967533e-01 7.4546901e-05
266.37557255043794 1.0002587e+00 7.4555472e-05
266.3960054214476 9.9928069e-01 7.4534961e-05
266.4164382922172 9.9958825e-01 7.4544856e-05
266.43687116276124 1.0006595e+00 7.4572621e-05
266.4573040328396 9.9991441e-01 7.4553922e-05
266.4777369029107 9.9944305e-01 7.4532807e-05
266.4981697725234 9.9940008e-01 7.4532101e-05
266.51860274189676 1.0005900e+00 7.4577030e-05
266.53903551127587 1.0001448e+00 7.4559677e-05
266.5594683801901 9.9977058e-01 7.4553223e-05
266.5799011488707 9.9993628e-01 7.4556061e-05
266.60033411731274 1.0000160e+00 7.4558302e-05
266.62076698552846 1.0006223e+00 7.4562231e-05
266.64119975327776 9.9990028e-01 7.4552372e-05
266.6616327210213 9.9948359e-01 7.4549127e-05
266.68206558853853 1.0003835e+00 7.4565345e-05
266.7024984555901 1.0002683e+00 7.4563119e-05
266.72293122263363 9.9998397e-01 7.4555028e-05
266.7433641892203 1.0002956e+00 7.4571653e-05
266.7637970555734 9.9974138e-01 7.4549935e-05
266.7842298216856 9.9977076e-01 7.4556992e-05
266.80466278757376 1.0001302e+00 7.4557844e-05
266.82509565322835 1.0004094e+00 7.4570118e-05
266.84552841864206 9.9958795e-01 7.4545176e-05
266.865961283831 1.0000283e+00 7.4556228e-05
266.88639424878784 1.0001574e+00 7.4564421e-05
266.90682701350306 1.0000813e+00 7.4558317e-05
266.92725987776066 9.9990767e-01 7.4555770e-05
266.947692842019 9.9988949e-01 7.4557152e-05
266.9681257058037 9.9935579e-01 7.4538533e-05
266.98855846936203 1.0003456e+00 7.4567906e-05
267.0089914329219 1.0006043e+00 7.4578806e-05
267.0294242960081 9.9989218e-01 7.4551230e-05
267.04985705886793 9.9935001e-01 7.4537704e-05
267.0702899214957 9.9997288e-01 7.4555377e-05
267.09072288388415 1.0001897e+00 7.4565323e-05
267.1111556460455 1.0004941e+00 7.4569100e-05
267.1315885079748 9.9960619e-01 7.4533811e-05
267.15202146943193 9.9984574e-01 7.4554453e-05
267.1724542308948 1.0001515e+00 7.4564123e-05
267.1928870921256 1.0006015e+00 7.4566633e-05
267.21331995288347 9.9911696e-01 7.4530224e-05
267.2337528134158 9.9963111e-01 7.4549738e-05
267.2541856739481 1.0003967e+00 7.4565396e-05
267.27461853400746 9.9969083e-01 7.4554162e-05
267.2950513938413 1.0002862e+00 7.4542550e-05
267.31548425344226 9.9977851e-01 7.4541327e-05
267.33591711280314 9.9958301e-01 7.4548603e-05
267.35634997193847 1.0000385e+00 7.4560943e-05
267.37678283084097 1.0006377e+00 7.4580465e-05
267.39721568950335 1.0004641e+00 7.4557000e-05
267.5606784492993 1.0009092e+00 7.4584590e-05
267.581111405867 1.0005083e+00 7.4578878e-05
267.60154416197474 1.0001276e+00 7.4571471e-05
267.62197701785044 9.9968344e-01 7.4558491e-05
267.64240997325396 1.0002879e+00 7.4574687e-05
267.66284272866324 1.0006822e+00 7.4578005e-05
267.68327558384044 1.0006738e+00 7.4591553e-05
267.70370843877754 9.9949050e-01 7.4552321e-05
267.72414129325625 9.9978930e-01 7.4553951e-05
267.74457414773497 1.0002596e+00 7.4578973e-05
267.7650070019736 1.0001968e+00 7.4569609e-05
267.7854398557538 9.9982679e-01 7.4565382e-05
267.8058727093012 1.0001944e+00 7.4567943e-05
267.8263055628413 9.9996984e-01 7.4562762e-05
267.8467385159238 9.9987543e-01 7.4557058e-05
267.8671712687719 1.0003812e+00 7.4576485e-05
267.8876041213807 9.9971724e-01 7.4551761e-05
267.9080368737632 9.9948549e-01 7.4544274e-05
267.92846982591436 1.0001802e+00 7.4569427e-05
267.94890267782466 1.0002744e+00 7.4577118e-05
267.96933542950865 1.0006111e+00 7.4587064e-05
267.9897683809613 9.9985331e-01 7.4556483e-05
268.0102012319403 9.9931550e-01 7.4543896e-05
268.03063408292655 1.0002187e+00 7.4566451e-05
268.0510668336792 1.0005834e+00 7.4579075e-05
268.07149978396046 1.0004487e+00 7.4578908e-05
268.0919326340154 9.9910957e-01 7.4545547e-05
268.11236538406956 1.0003303e+00 7.4573727e-05
268.1327983336523 1.0001289e+00 7.4571690e-05
268.15323118300876 1.0000539e+00 7.4566822e-05
268.17366393236443 9.9982172e-01 7.4562195e-05
268.1940967812552 9.9972034e-01 7.4547854e-05
268.21452972990664 1.0001385e+00 7.4563111e-05
268.234962478331 1.0002569e+00 7.4574811e-05
268.255395326516 9.9976999e-01 7.4563861e-05
268.2758282744762 1.0001521e+00 7.4571006e-05
268.2962610222021 9.9962831e-01 7.4559815e-05
268.31669386946305 1.0001237e+00 7.4573225e-05
268.3371268167175 9.9997240e-01 7.4564188e-05
268.35755966374563 1.0003536e+00 7.4571573e-05
268.37799241030007 9.9981225e-01 7.4561132e-05
268.39842525686254 9.9982637e-01 7.4558127e-05
268.4188581031922 1.0003698e+00 7.4580435e-05
268.43929094905616 1.0004027e+00 7.4578296e-05
268.45972379468003 9.9958235e-01 7.4557647e-05
268.4801566403112 9.9977225e-01 7.4558026e-05
268.5005894854694 1.0002277e+00 7.4579621e-05
268.5210222304013 1.0002418e+00 7.4579264e-05
268.5414550751011 1.0001649e+00 7.4574229e-05
268.56188801956887 9.9934220e-01 7.4536991e-05
268.58232086379576 9.9928266e-01 7.4558753e-05
268.60275360779633 1.0004605e+00 7.4582247e-05
268.6231865515583 9.9993092e-01 7.4560092e-05
268.643619395094 9.9983013e-01 7.4566240e-05
268.6640521383961 9.9949604e-01 7.4545656e-05
268.6844849814661 9.9998379e-01 7.4566138e-05
268.70491792429675 1.0001483e+00 7.4574207e-05
268.7253506666675 9.9984896e-01 7.4566145e-05
268.74578350903903 9.9979967e-01 7.4553551e-05
268.7662164509384 9.9993819e-01 7.4567179e-05
268.78664919284347 1.0002524e+00 7.4563970e-05
268.80708203428367 9.9982816e-01 7.4565862e-05
268.82751497571735 1.0000361e+00 7.4564421e-05
268.8479477166911 1.0000429e+00 7.4571573e-05
268.86838055766566 9.9986583e-01 7.4548050e-05
268.88881339816726 1.0001768e+00 7.4567477e-05
268.90924633844406 1.0003392e+00 7.4589843e-05
268.9296790784865 1.0004503e+00 7.4560259e-05
268.9501119182896 9.9946213e-01 7.4551346e-05
268.97054485786794 1.0001771e+00 7.4571981e-05
268.9909775974447 1.0006651e+00 7.4593881e-05
269.01141043654934 1.0000818e+00 7.4541298e-05
269.0318431751948 9.9975437e-01 7.4552947e-05
269.0522761138418 9.9966651e-01 7.4559808e-05
269.0727089522479 1.0000364e+00 7.4582276e-05
269.0931417904285 1.0006243e+00 7.4591815e-05
269.1135746283762 9.9922162e-01 7.4540549e-05
269.13400746608386 9.9983054e-01 7.4578507e-05
269.1544403033331 9.9994153e-01 7.4564501e-05
269.1748730405816 1.0002257e+00 7.4590054e-05
269.19530597735866 1.0000550e+00 7.4575553e-05
269.21573881414224 9.9997509e-01 7.4570627e-05
269.2361715504594 9.9954748e-01 7.4567681e-05
269.2566044867708 9.9993581e-01 7.4566698e-05
269.2770373226231 1.0002910e+00 7.4579148e-05
269.2974700584746 9.9973518e-01 7.4561132e-05
269.31790299385466 9.9966401e-01 7.4559677e-05
269.33833582900843 9.9972606e-01 7.4566524e-05
269.3587686641622 1.0001926e+00 7.4582167e-05
269.37920139884227 9.9973351e-01 7.4566917e-05
269.3996343332983 1.0000502e+00 7.4572607e-05
269.42006716752076 9.9961925e-01 7.4562005e-05
269.44049990150233 9.9988735e-01 7.4586766e-05
269.4609328352599 1.0007550e+00 7.4589283e-05
269.4813655687831 1.0005405e+00 7.4589392e-05
269.5017984020669 9.9963605e-01 7.4554860e-05
269.5222312351252 9.9966788e-01 7.4556017e-05
269.54266416795144 9.9968350e-01 7.4567666e-05
269.56309690053604 1.0007371e+00 7.4590309e-05
269.58352973289584 9.9992532e-01 7.4562289e-05
269.60396256479 9.9936092e-01 7.4534757e-05
269.62439539667685 9.9947006e-01 7.4554067e-05
269.64482822833816 1.0006827e+00 7.4581709e-05
269.6652609597659 1.0004485e+00 7.4593831e-05
269.6856938907222 9.9932384e-01 7.4551368e-05
269.706126721685 9.9989200e-01 7.4563315e-05
269.7265594521814 1.0003449e+00 7.4578908e-05
269.74699238267203 9.9976820e-01 7.4565796e-05
269.76742521270353 1.0004172e+00 7.4573589e-05
269.78785794273426 9.9981290e-01 7.4573501e-05
269.8082908722936 9.9955928e-01 7.4550517e-05
269.8287237018594 9.9966621e-01 7.4546784e-05
269.84915643095883 1.0005797e+00 7.4581985e-05
269.8695892598189 1.0000163e+00 7.4559219e-05
269.890022188687 9.9968058e-01 7.4572607e-05
269.9104550170887 1.0000277e+00 7.4558782e-05
269.9308877452495 9.9988937e-01 7.4559779e-05
269.9513206731863 1.0003935e+00 7.4579162e-05
269.9717535011223 9.9995577e-01 7.4562588e-05
269.9921862285846 9.9889874e-01 7.4522963e-05
270.01261905582214 9.9995708e-01 7.4572534e-05
270.0330519828276 1.0004928e+00 7.4588454e-05
270.05348470959143 1.0001985e+00 7.4578056e-05
270.07391753613047 9.9945498e-01 7.4573720e-05
270.09435046243743 9.9993211e-01 7.4570853e-05
270.11478318850277 9.9970025e-01 7.4567768e-05
270.1352160143433 1.0006452e+00 7.4600328e-05
270.155648839951 9.9981946e-01 7.4561671e-05
270.17608166531863 9.9947202e-01 7.4569623e-05
270.1965144904607 9.9947447e-01 7.4559423e-05
270.2169473153699 1.0002410e+00 7.4577889e-05
270.2373802400398 9.9987990e-01 7.4571282e-05
270.25781296424975 9.9962091e-01 7.4571348e-05
270.2782457884605 1.0001179e+00 7.4577270e-05
270.29867871243187 9.9991620e-01 7.4580821e-05
270.3191114361762 9.9998033e-01 7.4585616e-05
270.3395442594556 1.0009446e+00 7.4613985e-05
270.35997698272695 9.9958825e-01 7.4571166e-05
270.3804099057743 9.9984568e-01 7.4579810e-05
270.42127555092884 1.0005051e+00 7.4596588e-05
270.4417083732769 1.0001233e+00 7.4572759e-05
270.46214119515935 9.9955523e-01 7.4569347e-05
270.4825740170345 9.9954075e-01 7.4573087e-05
270.5030067384505 1.0000143e+00 7.4569980e-05
270.523439659868 1.0004343e+00 7.4597774e-05
270.54387248081184 9.9980360e-01 7.4566735e-05
270.5643052017622 9.9957478e-01 7.4571137e-05
270.5847381222484 1.0005870e+00 7.4589625e-05
270.60517094272655 1.0004243e+00 7.4590869e-05
270.62560366274556 9.9962991e-01 7.4574520e-05
270.64603658253327 9.9985772e-01 7.4571093e-05
270.66646930231946 9.9978077e-01 7.4566589e-05
270.68690212163347 1.0002097e+00 7.4578267e-05
270.70733494095475 1.0000160e+00 7.4574004e-05
270.7277677598031 1.0001222e+00 7.4571100e-05
270.7482005784259 9.9945885e-01 7.4573523e-05
270.7686333970487 9.9992788e-01 7.4572905e-05
270.7890663151993 9.9999863e-01 7.4580807e-05
270.80949903312285 1.0001968e+00 7.4583244e-05
270.8299318508143 1.0002586e+00 7.4581090e-05
270.85036456849775 1.0000192e+00 7.4575750e-05
270.8707974857243 9.9944508e-01 7.4560710e-05
270.8912303027173 1.0003116e+00 7.4578056e-05
270.9116630194767 1.0001173e+00 7.4574404e-05
270.9320959359975 9.9918115e-01 7.4557262e-05
270.9525287525248 9.9967599e-01 7.4571064e-05
270.9729615685792 1.0001070e+00 7.4572992e-05
270.99339428440726 1.0000660e+00 7.4555071e-05
271.013827200004 9.9999940e-01 7.4570627e-05
271.0342600153599 9.9933076e-01 7.4556177e-05
271.0546927304895 9.9999958e-01 7.4587697e-05
271.07512564538774 1.0004112e+00 7.4585732e-05
271.09555846027797 1.0002335e+00 7.4571639e-05
271.11599117470905 9.9982005e-01 7.4570329e-05
271.1364240889088 9.9954921e-01 7.4565389e-05
271.15685690286773 1.0001956e+00 7.4579053e-05
271.1772896166003 9.9998021e-01 7.4559488e-05
271.19772243010084 9.9957728e-01 7.4556490e-05
271.218155343362 9.9970007e-01 7.4553594e-05
271.2385880563961 9.9994051e-01 7.4580865e-05
271.25902086919814 1.0003557e+00 7.4580981e-05
271.2794537817608 9.9960530e-01 7.4564668e-05
271.2998865940972 1.0002995e+00 7.4572083e-05
271.32031930619996 9.9982816e-01 7.4578165e-05
271.3407521180634 9.9999368e-01 7.4579570e-05
271.361185029702 1.0001913e+00 7.4580406e-05
271.3816177411063 1.0004208e+00 7.4582422e-05
271.4020505522785 9.9958658e-01 7.4568612e-05
271.4224834632114 9.9943602e-01 7.4547592e-05
271.4429161739172 9.9995667e-01 7.4571421e-05
271.46334898438363 1.0005971e+00 7.4600975e-05
271.4837817946245 9.9965560e-01 7.4557938e-05
271.5042146046326 9.9956888e-01 7.4563082e-05
271.5655130332525 9.9992353e-01 7.4569311e-05
271.58594584232196 9.9922687e-01 7.4565971e-05
271.60637865116587 9.9928147e-01 7.4562136e-05
271.62681145977695 1.0005057e+00 7.4595897e-05
271.6472442681552 9.9985617e-01 7.4585660e-05
271.66767707629333 1.0000104e+00 7.4578427e-05
271.68810978420515 9.9959636e-01 7.4575328e-05
271.7085426918784 9.9977297e-01 7.4577350e-05
271.72897539932455 1.0001801e+00 7.4585310e-05
271.74940820653865 1.0004387e+00 7.4591786e-05
271.76984111352067 9.9988091e-01 7.4579482e-05
271.7902739202618 9.9956858e-01 7.4573974e-05
271.81070662677666 9.9981093e-01 7.4579584e-05
271.83113943305943 1.0006577e+00 7.4596697e-05
271.85157233910286 9.9996430e-01 7.4578995e-05
271.8720050449192 9.9999505e-01 7.4583848e-05
271.8924378505035 9.9937326e-01 7.4561503e-05
271.9128707558484 9.9961287e-01 7.4574455e-05
271.9333034609663 1.0010186e+00 7.4600008e-05
271.95373626585206 1.0000359e+00 7.4583339e-05
271.9741691704985 9.9963772e-01 7.4576215e-05
271.99460187491786 9.9947757e-01 7.4580195e-05
272.01503467910516 1.0003469e+00 7.4589640e-05
272.03546748305234 1.0003450e+00 7.4600008e-05
272.055900286774 9.9969018e-01 7.4569318e-05
272.0763330904956 9.9938476e-01 7.4565563e-05
272.0967658937443 9.9954098e-01 7.4570395e-05
272.1171987967682 1.0009617e+00 7.4614960e-05
272.13763149955776 9.9994874e-01 7.4570540e-05
272.15806430210796 9.9933463e-01 7.4568074e-05
272.17849700443185 1.0000857e+00 7.4573400e-05
272.1989299065244 9.9998140e-01 7.4574527e-05
272.21936270837614 9.9983704e-01 7.4567215e-05
272.23979541023436 1.0003970e+00 7.4582676e-05
272.26022831162845 9.9991089e-01 7.4575284e-05
272.2806611127817 9.9933928e-01 7.4566808e-05
272.30109391370934 9.9999434e-01 7.4584830e-05
272.3215266144034 1.0004671e+00 7.4603930e-05
272.34195951509173 9.9959409e-01 7.4572119e-05
272.3623923153209 9.9951684e-01 7.4578442e-05
272.3828250153165 9.9983537e-01 7.4585689e-05
272.4032579150735 1.0001098e+00 7.4596726e-05
272.423690714837 1.0001673e+00 7.4605392e-05
272.4441234141341 1.0000693e+00 7.4601223e-05
272.4645563131926 9.9934757e-01 7.4573429e-05
272.4849891120248 1.0002280e+00 7.4605116e-05
272.5054218108562 1.0005978e+00 7.4604657e-05
272.52585460921546 9.9952435e-01 7.4562311e-05
272.5462875073499 9.9983102e-01 7.4592077e-05
272.56672020548285 9.9966288e-01 7.4589290e-05
272.5871530031436 1.0001025e+00 7.4585259e-05
272.6075859008124 1.0000894e+00 7.4589916e-05
272.6280186980148 1.0000882e+00 7.4589443e-05
272.6484513949763 9.9979806e-01 7.4568321e-05
272.66888419194584 9.9992955e-01 7.4589792e-05
272.6893170884432 1.0001798e+00 7.4582837e-05
272.7097497849463 9.9988830e-01 7.4590083e-05
272.7301825812174 9.9938011e-01 7.4561358e-05
272.75061537702277 1.0005683e+00 7.4605356e-05
272.7710481728209 9.9938518e-01 7.4548734e-05
272.79148086815985 1.0004659e+00 7.4601376e-05
272.81191376350034 1.0000998e+00 7.4594464e-05
272.83234655859997 9.9977535e-01 7.4583848e-05
272.8527793532412 9.9944580e-01 7.4546704e-05
272.8732120478817 1.0001123e+00 7.4574331e-05
272.8936449422836 1.0002311e+00 7.4592332e-05
272.9140777362263 9.9999523e-01 7.4575306e-05
272.9345104301683 9.9968493e-01 7.4547228e-05
272.9549433238717 9.9972081e-01 7.4562005e-05
272.9753761173488 9.9977660e-01 7.4559859e-05
272.9958088105923 1.0003185e+00 7.4584328e-05
273.0162416035964 9.9908322e-01 7.4541284e-05
273.03667449614295 9.9984694e-01 7.4569311e-05
273.05710718868795 1.0005540e+00 7.4600255e-05
273.0775399809936 1.0002556e+00 7.4586671e-05
273.09797287307447 9.9948585e-01 7.4558186e-05
273.118405564921 9.9979126e-01 7.4561874e-05
273.13883835652814 9.9998111e-01 7.4560703e-05
273.1592711481426 1.0000287e+00 7.4569107e-05
273.1797040392921 9.9988693e-01 7.4571384e-05
273.20013673020003 9.9975151e-01 7.4567310e-05
273.22056952088315 9.9964565e-01 7.4536605e-05
273.2410024113342 9.9992484e-01 7.4573931e-05
273.2614351015436 1.0000306e+00 7.4548385e-05
273.28186789176107 9.9992836e-01 7.4564989e-05
273.3023007815136 9.9992591e-01 7.4549775e-05
273.32273347102455 9.9953890e-01 7.4565978e-05
273.3431662605435 9.9996144e-01 7.4570140e-05
273.3635990495968 1.0006152e+00 7.4603398e-05
273.4044646272305 9.9906039e-01 7.4546544e-05
273.4248974155853 1.0003545e+00 7.4582982e-05
273.4453302039328 1.0001503e+00 7.4569594e-05
273.465762991822 1.0001433e+00 7.4582356e-05
273.4861957797111 9.9934042e-01 7.4552634e-05
273.5066284673667 9.9954820e-01 7.4562318e-05
273.5270613545508 1.0000547e+00 7.4563024e-05
273.5474941417415 1.0004923e+00 7.4584532e-05
273.56792682869127 1.0001981e+00 7.4579337e-05
273.5883597151842 9.9895573e-01 7.4543124e-05
273.60879250167636 1.0000458e+00 7.4574724e-05
273.6292252879284 1.0005641e+00 7.4596457e-05
273.64965797395416 1.0000094e+00 7.4576885e-05
273.6700908597486 9.9951750e-01 7.4543066e-05
273.69052364530216 9.9930274e-01 7.4533942e-05
273.7109563306294 9.9998111e-01 7.4565942e-05
273.73138921572536 1.0002717e+00 7.4577656e-05
273.75182200058043 1.0000770e+00 7.4578355e-05
273.7722546852092 9.9994361e-01 7.4575270e-05
273.79268756960664 9.9968004e-01 7.4562224e-05
273.81312025376246 9.9990100e-01 7.4574229e-05
273.8335530376935 1.0001165e+00 7.4568350e-05
273.8539858216245 1.0006162e+00 7.4585922e-05
273.8744186050899 9.9968272e-01 7.4566742e-05
273.89485138831515 9.9921596e-01 7.4553369e-05
273.9152841715477 1.0004228e+00 7.4597083e-05
273.9357169543073 1.0004936e+00 7.4581745e-05
273.95614973707416 9.9948192e-01 7.4564065e-05
273.97658251937537 9.9896276e-01 7.4560819e-05
273.9970152016758 1.0004331e+00 7.4585725e-05
274.0174480837377 1.0002899e+00 7.4587042e-05
274.0378808653404 1.0003320e+00 7.4594325e-05
274.0583135469351 9.9945223e-01 7.4558287e-05
274.07874642830575 1.0000335e+00 7.4575517e-05
274.09917920921 1.0002251e+00 7.4594536e-05
274.11961189011345 1.0002909e+00 7.4582560e-05
274.14004467077757 9.9995875e-01 7.4584175e-05
274.1604775512169 9.9985784e-01 7.4578340e-05
274.1809102314146 9.9961400e-01 7.4575502e-05
274.2013430113875 1.0001493e+00 7.4594711e-05
274.22177589112835 1.0001391e+00 7.4588301e-05
274.2422086706283 1.0002424e+00 7.4588919e-05
274.2626413501348 9.9908638e-01 7.4565018e-05
274.28307422917715 1.0001930e+00 7.4588366e-05
274.3035070079786 1.0005153e+00 7.4604854e-05
274.3239396867866 1.0000893e+00 7.4589472e-05
274.3443724651297 9.9985796e-01 7.4590294e-05
274.36480534323346 9.9962801e-01 7.4586984e-05
274.38523802134296 9.9980491e-01 7.4590556e-05
274.4056707992204 1.0004582e+00 7.4600655e-05
274.42610367662564 1.0001899e+00 7.4598713e-05
274.44653635403665 9.9952269e-01 7.4570227e-05
274.4669691312156 9.9932647e-01 7.4571268e-05
274.48740190792887 1.0006592e+00 7.4612290e-05
274.50783478463563 1.0000846e+00 7.4600786e-05
274.5282674611153 9.9969083e-01 7.4583266e-05
274.54870023735566 9.9972886e-01 7.4588264e-05
274.5691331133712 1.0001055e+00 7.4601121e-05
274.5895657891524 1.0003465e+00 7.4598822e-05
274.6099985647015 9.9956924e-01 7.4583273e-05
274.6304314400113 9.9974281e-01 7.4587064e-05
274.650864115094 1.0000200e+00 7.4596988e-05
274.6712968901702 1.0000464e+00 7.4594158e-05
274.691729664788 9.9983805e-01 7.4602969e-05
274.71216243917297 1.0000620e+00 7.4596181e-05
274.73259521355794 9.9977076e-01 7.4599528e-05
274.75302798747 9.9963039e-01 7.4586045e-05
274.7734607613893 9.9994004e-01 7.4597330e-05
274.7938935350685 1.0001776e+00 7.4599251e-05
274.8143263082893 9.9984723e-01 7.4595446e-05
274.83475898150937 9.9944115e-01 7.4586496e-05
274.8551918544981 1.0002300e+00 7.4605850e-05
274.87562452724524 1.0002267e+00 7.4598567e-05
274.89605729976756 9.9995834e-01 7.4597010e-05
274.91649017205054 9.9978769e-01 7.4597221e-05
274.93692284410645 9.9947476e-01 7.4585478e-05
274.9573556159303 1.0005562e+00 7.4608441e-05
274.9777883875213 1.0005412e+00 7.4598225e-05
274.9982211588722 9.9975646e-01 7.4590680e-05
275.01865393023036 1.0000913e+00 7.4603340e-05
275.03908670112287 1.0002074e+00 7.4636380e-05
275.05951957200887 1.0005574e+00 7.4612857e-05
275.07995224243496 9.9986082e-01 7.4599106e-05
275.1003850128618 9.9970025e-01 7.4599142e-05
275.1208178828165 9.9989760e-01 7.4595679e-05
275.1412505527769 1.0003451e+00 7.4608077e-05
275.16168332250527 1.0004401e+00 7.4603857e-05
275.18211599199276 9.9947184e-01 7.4598254e-05
275.2025488612562 9.9995500e-01 7.4606382e-05
275.2229816302861 1.0000170e+00 7.4605705e-05
275.24341439907585 9.9984467e-01 7.4593314e-05
275.26384716764005 1.0001142e+00 7.4604606e-05
275.2842799359714 1.0000015e+00 7.4598312e-05
275.3047127040627 9.9965346e-01 7.4588155e-05
275.3251453721605 9.9979275e-01 7.4604723e-05
275.3455782397941 1.0002136e+00 7.4596399e-05
275.36601100741973 1.0002172e+00 7.4596159e-05
275.3864436745862 9.9931955e-01 7.4580625e-05
275.4068765417542 1.0001640e+00 7.4615185e-05
275.42730930844846 1.0002916e+00 7.4605210e-05
275.44774197514926 1.0006469e+00 7.4618736e-05
275.468174741618 9.9986577e-01 7.4601405e-05
275.48860760784737 9.9941337e-01 7.4568874e-05
275.5090402738497 9.9987537e-01 7.4604955e-05
275.5294730396199 1.0010710e+00 7.4630341e-05
275.5499059051508 9.9985242e-01 7.4596937e-05
275.5703386704554 9.9960756e-01 7.4589458e-05
275.5907713357592 9.9982393e-01 7.4598989e-05
275.6112042005916 1.0000404e+00 7.4609561e-05
275.6316369651977 1.0003462e+00 7.4612115e-05
275.652069629803 1.0001392e+00 7.4606462e-05
275.672502394169 9.9951148e-01 7.4596726e-05
275.69293525807734 1.0001101e+00 7.4603697e-05
275.7133679219842 1.0002121e+00 7.4609772e-05
275.73380068565166 1.0002350e+00 7.4601696e-05
275.75423354909435 9.9984616e-01 7.4603602e-05
275.7746662123027 1.0002402e+00 7.4613941e-05
275.7950989752717 9.9977160e-01 7.4600845e-05
